"hs2","hs4","hs"
"95","9506","950621"
"95","9506","950629"
"95","9506","950631"
"95","9506","950632"
"95","9506","950639"
"95","9506","950640"
"95","9506","950651"
"95","9506","950659"
"95","9506","950661"
"95","9506","950662"
"95","9506","950669"
"95","9506","950670"
"95","9506","950691"
"95","9506","950699"
"95","9507","950710"
"95","9507","950720"
"95","9507","950730"
"95","9507","950790"
"95","9508","950890"
"96","9601","960190"
"96","9602","960200"
"96","9603","960310"
"96","9603","960321"
"96","9603","960329"
"96","9603","960330"
"96","9603","960340"
"96","9603","960350"
"96","9603","960390"
"96","9604","960400"
"96","9605","960500"
"96","9606","960610"
"96","9606","960621"
"96","9606","960622"
"96","9606","960629"
"96","9606","960630"
"96","9607","960711"
"96","9607","960719"
"96","9607","960720"
"96","9608","960810"
"96","9608","960820"
"96","9608","960830"
"96","9608","960840"
"96","9608","960850"
"96","9608","960860"
"96","9608","960891"
"96","9608","960899"
"96","9609","960910"
"96","9609","960920"
"96","9609","960990"
"96","9610","961000"
"96","9611","961100"
"96","9612","961210"
"96","9612","961220"
"96","9613","961320"
"96","9613","961380"
"96","9613","961390"
"96","9614","961400"
"96","9615","961511"
"96","9615","961519"
"96","9615","961590"
"96","9616","961610"
"96","9616","961620"
"96","9617","961700"
"96","9618","961800"
"96","9619","961900"
"96","9620","962000"
"97","9701","970110"
"97","9701","970190"
"97","9702","970200"
"97","9703","970300"
"97","9704","970400"
"97","9705","970500"
"97","9706","970600"
"99","9999","999999"
